distraction,Velocity,PCPS,glances_greater_than_2_mean,LaneOffset
0.0,34.397701016666666,-0.11937578385143,0.0,0.5378404333333333
0.0,34.14159203333334,-0.155538042611861,0.0,0.5312035333333334
0.0,33.946079866666665,-0.1322436208936417,0.0,0.4401260166666667
0.0,33.97924833333333,-0.1228428421534653,0.0,0.3752030833333333
0.0,33.98545343333333,-0.1238315901396804,0.0,0.45212635
0.0,33.98241973333333,-0.1125174542773891,0.0,0.5948859833333333
0.0,33.97909988333333,-0.1012033184150979,0.0,0.7096676
1.0,33.93757145,-0.0640519437522816,0.0,0.7951021333333333
1.0,33.7941259,0.0008258240177546,0.0,0.8309278166666666
1.0,33.64903713333334,-0.007037311166185,0.0,0.8126347666666667
1.0,33.599495833333336,-0.1625546419330863,0.75,0.76750255
1.0,33.63214596666667,0.1247917549478376,1.0,0.6684312
1.0,33.64912543333333,0.0871616027111094,1.0,0.4636633833333333
1.0,33.365027383333334,0.128083023531087,0.1232876712328767,-0.13537535
1.0,32.95727,0.1783182913725087,0.0,-0.6191387666666667
1.0,32.4914581,0.093307285253789,0.2112676056338028,0.4855173333333333
1.0,31.808636566666667,0.2466199305312644,1.0,-0.1701331166666666
1.0,30.687654266666662,0.2522696322812517,0.2148564406091102,0.72500235
1.0,30.21180268333333,0.0425882134058933,0.8571428571428571,-1.3769467666666666
1.0,29.746801016666662,0.2304540097073428,0.0,0.1935510666666667
1.0,29.315990166666666,0.3070030542370729,0.0,-0.10339335
0.0,28.890849133333333,0.1252458849198246,0.0,-0.8510516833333334
0.0,28.622726616666668,0.0882385196108098,0.0,0.0
0.0,28.958975,0.0611746019031987,0.0,-0.8262527833333333
0.0,29.418566216666665,-0.007693151508247,0.0,-0.7355243666666667
0.0,29.6031302,0.0259722676134609,0.0,0.7360335
0.0,29.9535623,-0.166811180011072,0.0,-1.0086224166666666
0.0,30.503947633333333,-0.0060916905068674,0.0,-1.1021962
0.0,31.128819516666667,0.1031232189022336,0.0,-1.3588906333333337
0.0,31.831885433333333,0.0317828041807762,0.0,-1.54712695
0.0,32.588951433333335,0.0427591909357516,0.0,-1.4138609
0.0,33.3462132,0.0170760604616331,0.0,-0.9229321666666668
0.0,34.08679188333333,-0.0594756905243139,0.0,-0.3396485833333333
0.0,34.81548948333333,-0.1214581333244741,0.0,0.0408229833333333
0.0,35.5291134,-0.0917715126548399,0.0,0.1557700333333333
0.0,36.22062305,-0.0626964898402255,0.0,0.0389000333333333
0.0,36.2398828,-0.0225432937913752,0.0,-0.09603355
0.0,35.998367433333335,-0.0295996494198007,0.0,-0.1734974166666666
0.0,35.8349763,0.0020422862773126,0.0,-0.2022964166666666
