distraction,Velocity,PCPS,glances_greater_than_2_mean,LaneOffset
0.0,33.0691059,-0.1270211679539938,0.0,-0.0040492833333333
0.0,33.73096998333333,-0.0806508053792605,0.0,0.1051466833333333
0.0,34.381225283333336,-0.0674842183649264,0.0,0.2405174666666666
0.0,35.01557888333333,-0.0824041770756514,0.0,0.3224397333333333
0.0,35.63692785,-0.0763519680933917,0.0,0.3577012499999999
0.0,35.71994841666666,-0.0852058581144767,0.0,0.3601359
0.0,35.07976363333333,-0.1122603153552624,0.0,0.34739965
0.0,34.442285283333334,-0.1630333820107266,0.0,0.3661713166666667
0.0,33.883781299999995,-0.1765577502348808,0.0,0.442851
0.0,33.9577413,-0.1751221333415002,0.0,0.4760559333333333
0.0,34.217499266666664,-0.1692705198307196,0.0,0.4204928333333333
0.0,34.10828695,-0.1838599247969493,0.0,0.3534550333333333
0.0,33.931438166666666,-0.1672907847056158,0.0,0.3209864166666666
0.0,34.11302175,-0.169174041028267,0.0,0.3467211
0.0,33.98344848333333,-0.2052695965055565,0.0,0.401053
0.0,33.385507833333335,-0.2372604810081715,0.0,0.43266425
0.0,32.78569636666666,-0.2538348707512057,0.0,0.43271245
0.0,32.20769216666667,-0.2421736545242092,0.0,0.4064901
0.0,31.90435575,-0.2531769204317645,0.0,0.3741468666666667
0.0,32.362581133333336,-0.2585070720318491,0.0,0.3470607333333333
0.0,32.9540682,-0.2687630577141225,0.0,0.3194713333333333
0.0,33.53798003333333,-0.2439983632561301,0.0,0.2894418833333333
0.0,34.10659223333333,-0.2370665116390989,0.0,0.2605365833333333
0.0,34.0918548,-0.2551354662109182,0.0,0.2580480166666666
0.0,33.49591745,-0.2218685581158128,0.0,0.2745037833333333
0.0,32.957986416666664,-0.2294025423352515,0.0,0.3018145
0.0,32.7237681,-0.2454485230372572,0.0,0.3405338833333333
0.0,33.201674600000004,-0.2584712553011959,0.0,0.3904352666666666
0.0,33.78916936666666,-0.2433921813625022,0.0,0.4496637
0.0,34.34016906666667,-0.2226447672081668,0.0,0.5128466166666666
0.0,34.73200108333333,-0.2339074858132837,0.0,0.5521175166666666
0.0,34.39256955,-0.2272104669833011,0.0,0.5135469333333333
0.0,33.786388366666664,-0.2013543711378771,0.0,0.3977115833333333
0.0,33.651007650000004,-0.2056656870666907,0.0,0.2586482833333333
0.0,33.85679313333333,-0.2186238273516045,0.0,0.1567598499999999
0.0,33.81318756666666,-0.2051874579883644,0.0,0.1357156166666666
0.0,33.447813716666666,-0.226419335947214,0.0,0.1856662333333333
0.0,33.52161145,-0.2925719413014809,0.0,0.2697625333333333
0.0,33.70831531666666,-0.2842161018581707,0.0,0.3321147666666666
0.0,33.892492866666664,-0.2357765931840438,0.0,0.3695658833333333
0.0,34.07400788333334,-0.2397816330438551,0.0,0.38883765
0.0,34.250238233333334,-0.2695340326256637,0.0,0.3866910166666667
0.0,34.4236821,-0.2643644676579686,0.0,0.3604804666666666
0.0,34.34581876666667,-0.251521445752644,0.0,0.3132158166666666
0.0,33.73616843333333,-0.2767311502817036,0.0,0.2637203833333333
0.0,33.13705365,-0.280790356809964,0.0,0.2999935666666667
0.0,33.057091416666665,-0.2780453860261173,0.0,0.3992134833333333
0.0,33.29270535,-0.3066192397912042,0.0,0.46491695
0.0,33.5266639,-0.2371539280909166,0.0,0.5123600666666667
0.0,33.75745285,-0.2210007234947831,0.0,0.5351783333333333
0.0,33.9832032,-0.2126097014610637,0.0,0.5346083166666666
0.0,34.140754349999995,-0.207495652632259,0.0,0.5101628666666667
0.0,33.67307508333333,-0.2203896676299899,0.0,0.4622143999999999
0.0,33.057641000000004,-0.259185650922846,0.0,0.4071504166666667
0.0,32.51195393333333,-0.2653696696806043,0.0,0.3736174166666667
0.0,32.63919245,-0.2809377805994177,0.0,0.3621208166666667
0.0,33.17430791666666,-0.2785767059099781,0.0,0.3678782833333333
0.0,33.7314371,-0.2768731142632012,0.0,0.3870981833333333
0.0,34.27896045,-0.2752206588629246,0.0,0.41312435
0.0,34.2231386,-0.2864988401624181,0.0,0.4280787166666666
0.0,33.59916951666666,-0.2683825077781087,0.0,0.42526535
0.0,32.982677816666666,-0.2353904927473281,0.0,0.4070523166666666
0.0,32.3886567,-0.233498052916858,0.0,0.3738954666666666
1.0,32.27924895,-0.2011217086207515,0.0,0.3278947166666667
1.0,32.52948995,-0.1030920307737784,0.4112903225806452,0.2876566333333333
1.0,32.7737194,-0.0853946026591002,1.0,0.3135649166666666
1.0,33.15562785,0.0400065741891691,1.0,0.3860234666666667
1.0,33.16372488333334,0.1027348161443942,0.1794871794871795,0.4385946333333333
1.0,32.62694483333333,0.1733597831248568,0.0,0.43810475
1.0,32.10354423333333,0.1441385851263595,0.3083333333333333,0.3831856166666666
1.0,31.67896915,0.1611321379396806,1.0,0.2999931
1.0,31.713072416666662,0.1995774293559583,1.0,0.2144072166666666
1.0,31.42167673333333,0.2612264590938581,1.0,0.1697062833333333
1.0,31.0318058,0.1812811938036706,1.0,0.1761591
1.0,31.060924166666663,0.2249346211243769,1.0,0.22572055
1.0,30.717986683333333,0.1563046618386913,0.0,0.3146896
1.0,30.335535283333336,0.1536827801519517,0.0,0.4467640833333333
0.0,30.44090385,0.1905961904009854,0.0,0.5794566999999999
0.0,30.577230116666662,0.2640472880596251,0.0,0.65775495
0.0,31.104819116666665,0.2794933602099525,0.0,0.6538436
0.0,31.69786283333333,0.2293526163032322,0.0,0.5834455833333333
0.0,32.32271365,0.1438060980377408,0.0,0.50162325
0.0,32.98767865,0.0661570735583628,0.0,0.6560162166666667
0.0,33.6512773,0.0223980367125901,0.0,1.0225688833333333
0.0,34.3015078,-0.0069763285650237,0.0,1.224995133333333
0.0,34.939183416666665,-0.0336366748429805,0.0,1.11096765
0.0,35.56426848333333,-0.0370566412000252,0.0,0.9631521666666668
0.0,36.17443438333333,-0.0217491536216631,0.0,0.8323462833333333
0.0,36.75982105,-0.0278003981041994,0.0,0.765539
0.0,37.32699293333334,-0.066132344920853,0.0,0.7647040833333333
0.0,37.869721600000005,-0.0874910579789965,0.0,0.7578143666666667
0.0,38.3968217,-0.0742085765437094,0.0,0.6951865833333334
0.0,38.26617225,-0.0465945535170599,0.0,0.62373895
0.0,37.3852418,-0.0529761861558336,0.0,0.8068298166666668
0.0,35.46177976666667,-0.0984152785966154,0.0,0.9905168666666668
0.0,33.4661034,-0.0552620093999332,0.0,0.87504075
